L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
20865,1962,63,3,43,80150,0,0,N,O,1998-04-05,1998-01-26,1998-04-29,COLLECT COD,TRUCK,around the blithe deposits
20865,1612,95,4,32,48436,0,0,N,O,1998-02-07,1998-03-06,1998-02-26,NONE,FOB,usly quick a
20865,1158,59,5,36,38129,0,0,N,O,1998-03-15,1998-02-01,1998-03-26,DELIVER IN PERSON,REG AIR,kages nag blithely bold pinto
20865,596,57,6,43,64353,0,0,N,O,1998-02-16,1998-01-30,1998-03-07,NONE,RAIL,deposits lose. carefully ironic deposi
20865,1519,40,7,25,35513,0,0,N,O,1998-04-14,1998-02-03,1998-04-22,DELIVER IN PERSON,SHIP,arefully unusu
20867,1465,5,1,17,23230,0,0,N,O,1997-01-21,1997-01-13,1997-02-20,TAKE BACK RETURN,FOB,sly special platelets wake slyly acr
20867,1530,71,2,2,2863,0,0,N,O,1997-01-03,1997-01-14,1997-01-19,TAKE BACK RETURN,MAIL,sts. somas about the pend
20867,802,36,3,16,27245,0,0,N,O,1996-12-16,1997-01-18,1996-12-19,COLLECT COD,TRUCK,uickly after the
20867,437,96,4,47,62859,0,0,N,O,1996-12-15,1997-01-04,1996-12-26,TAKE BACK RETURN,TRUCK,low accoun
20867,1663,46,5,3,4694,0,0,N,O,1997-01-08,1997-01-05,1997-01-10,COLLECT COD,TRUCK,detect alongs
20869,309,38,1,10,12093,0,0,N,O,1996-09-29,1996-11-20,1996-10-12,COLLECT COD,FOB,. blithely pending accounts a
20898,1660,61,2,13,20302,0,0,N,O,1996-02-02,1995-12-23,1996-02-24,TAKE BACK RETURN,FOB,cial depos
20898,566,27,3,32,46930,0,0,N,O,1996-02-29,1995-12-09,1996-03-14,COLLECT COD,TRUCK,t blithely regular deposits. flu
20902,1429,69,1,33,43904,0,0,N,O,1997-03-12,1997-03-14,1997-03-31,COLLECT COD,RAIL,"ular, express plat"
20902,176,3,2,25,26904,0,0,N,O,1997-03-10,1997-03-28,1997-04-06,NONE,AIR,usly even pinto beans x-ray. dep
20902,969,4,3,26,48619,0,0,N,O,1997-03-30,1997-03-13,1997-04-11,NONE,FOB," blithely e"
20902,956,57,4,13,24140,0,0,N,O,1997-02-10,1997-02-07,1997-03-10,NONE,SHIP,requests along the even ide
20929,1397,74,1,43,55831,0,0,N,O,1998-04-23,1998-02-02,1998-05-21,TAKE BACK RETURN,TRUCK," even foxes. ideas are after the expre"
20929,1447,26,2,18,24272,0,0,N,O,1998-02-08,1998-03-23,1998-02-15,DELIVER IN PERSON,SHIP,nto beans. slyly ironic account
20930,1140,41,1,6,6247,0,0,N,O,1996-05-27,1996-06-27,1996-06-11,COLLECT COD,REG AIR,ar deposits b
20930,723,88,2,46,74691,0,0,N,O,1996-06-21,1996-07-29,1996-07-06,NONE,FOB,unusual deposits alongs
20930,1052,58,3,10,9531,0,0,N,O,1996-09-07,1996-08-01,1996-09-14,DELIVER IN PERSON,TRUCK,! enticingly even
20930,294,49,4,43,51354,0,0,N,O,1996-05-28,1996-08-10,1996-06-15,COLLECT COD,SHIP,rate slyly unusual deposi
20935,1993,26,1,42,79590,0,0,N,O,1996-06-29,1996-05-30,1996-07-22,NONE,RAIL,ep furiously furiously regular ideas
20960,1234,46,1,13,14758,0,0,N,O,1996-01-03,1996-02-06,1996-01-24,COLLECT COD,SHIP,slyly unusual a
20960,193,72,2,7,7652,0,0,N,O,1996-01-05,1996-02-17,1996-01-06,DELIVER IN PERSON,RAIL,"ic packages haggle quickly unusual pinto "
20960,167,68,4,31,33082,0,0,N,O,1996-01-11,1996-02-06,1996-01-31,COLLECT COD,MAIL,ckly express deposits.
20993,538,69,1,9,12947,0,0,N,O,1996-04-05,1996-03-11,1996-04-21,COLLECT COD,SHIP,ke. furiously ironic requests cajole care
20993,157,36,2,31,32772,0,0,N,O,1996-05-16,1996-02-29,1996-06-14,NONE,AIR," the never express ideas "
20994,683,15,1,31,49094,0,0,N,O,1996-06-08,1996-06-20,1996-06-10,DELIVER IN PERSON,AIR,tructions boost carefully about the fu
20994,1684,85,2,50,79284,0,0,N,O,1996-04-21,1996-06-25,1996-05-09,TAKE BACK RETURN,RAIL,p carefully. furiously even ideas hagg
20994,433,92,3,42,56004,0,0,N,O,1996-04-13,1996-07-11,1996-04-14,COLLECT COD,MAIL,ly express theodo
20996,1228,66,1,35,39523,0,0,N,O,1996-11-01,1996-10-31,1996-11-29,DELIVER IN PERSON,RAIL,uches wake slyly accounts. ironic depo
20996,292,93,2,3,3577,0,0,N,O,1996-11-29,1996-09-30,1996-12-03,COLLECT COD,TRUCK,eaves along the special
20996,990,59,3,4,7564,0,0,N,O,1996-11-23,1996-09-15,1996-12-14,TAKE BACK RETURN,TRUCK,nts use qu
20997,835,36,1,16,27773,0,0,N,O,1998-05-26,1998-04-08,1998-06-21,COLLECT COD,REG AIR,ithely according to the carefully reg
20997,683,84,2,14,22172,0,0,N,O,1998-03-27,1998-04-08,1998-04-22,NONE,MAIL,"es cajole among the slyly "
20997,1203,78,3,8,8834,0,0,N,O,1998-03-22,1998-04-10,1998-04-03,NONE,REG AIR,eans. blithely final accounts use; quic
20997,1927,60,4,38,69499,0,0,N,O,1998-04-02,1998-04-10,1998-04-04,COLLECT COD,TRUCK,"odolites kindle furiously across "
20997,375,32,5,12,15304,0,0,N,O,1998-07-03,1998-04-07,1998-07-31,NONE,TRUCK,cross the unus
20997,1727,70,6,1,1629,0,0,N,O,1998-04-08,1998-05-20,1998-05-05,DELIVER IN PERSON,RAIL,final requests. carefully even pi
20997,1250,62,7,3,3454,0,0,N,O,1998-05-25,1998-05-16,1998-05-27,COLLECT COD,FOB,tes cajole carefully across t
20998,380,37,1,39,49935,0,0,N,O,1997-03-06,1997-03-27,1997-03-19,COLLECT COD,TRUCK,final packages affi
20998,410,40,2,45,58968,0,0,N,O,1997-02-23,1997-03-27,1997-03-19,TAKE BACK RETURN,REG AIR," express ideas. "
20998,1572,53,3,27,39786,0,0,N,O,1997-02-18,1997-04-12,1997-02-20,TAKE BACK RETURN,REG AIR,"e express, bold packages. fina"
20998,1972,61,4,36,67463,0,0,N,O,1997-03-31,1997-03-28,1997-04-22,NONE,RAIL,ing to the c
20998,1128,29,5,26,26757,0,0,N,O,1997-03-14,1997-03-04,1997-04-07,NONE,RAIL,ag among the express de
20998,1868,69,6,23,40707,0,0,N,O,1997-03-30,1997-04-23,1997-04-20,NONE,FOB,e blithely a
20998,1840,41,7,8,13935,0,0,N,O,1997-02-22,1997-04-25,1997-03-10,COLLECT COD,RAIL,"ic accounts. accounts are daringly. "
20999,1761,46,1,4,6651,0,0,N,O,1997-07-23,1997-07-14,1997-08-16,TAKE BACK RETURN,AIR,"theodolites. express, express pl"
20999,1373,12,2,20,25487,0,0,N,O,1997-05-31,1997-06-23,1997-06-23,TAKE BACK RETURN,TRUCK," above the fluffi"
20999,13,64,3,8,7304,0,0,N,O,1997-06-10,1997-06-03,1997-06-12,DELIVER IN PERSON,REG AIR,ly unusual ideas dete
20999,1276,14,4,50,58864,0,0,N,O,1997-07-13,1997-07-20,1997-07-26,DELIVER IN PERSON,SHIP,ffily unusual excu
20999,839,39,5,2,3480,0,0,N,O,1997-08-07,1997-06-03,1997-08-24,DELIVER IN PERSON,AIR,. furiously eve
20999,314,43,6,10,12143,0,0,N,O,1997-05-23,1997-06-19,1997-06-01,NONE,AIR,s ideas. quickly special instr
21026,1957,2,1,43,79935,0,0,N,O,1996-09-13,1996-11-03,1996-10-09,NONE,AIR,"y final dolphins "
21026,1736,37,2,40,65509,0,0,N,O,1996-09-25,1996-10-16,1996-10-14,TAKE BACK RETURN,SHIP,lar dependenc
21029,976,77,1,29,54432,0,0,N,O,1996-05-20,1996-06-03,1996-05-26,COLLECT COD,REG AIR,efully. final courts among the furi
21060,1237,49,1,43,48944,0,0,N,O,1998-06-26,1998-07-05,1998-07-14,TAKE BACK RETURN,MAIL,o beans cajo
21060,343,44,2,6,7460,0,0,N,O,1998-08-15,1998-08-02,1998-08-26,COLLECT COD,REG AIR,"ggle. carefully "
21060,824,25,3,4,6899,0,0,N,O,1998-08-22,1998-08-03,1998-09-15,NONE,AIR,lithely along the quie
21060,846,13,4,34,59393,0,0,N,O,1998-07-20,1998-07-23,1998-08-03,NONE,MAIL,"lly regular courts. regular, expres"
21062,1684,67,1,39,61842,0,0,N,O,1998-02-11,1997-11-28,1998-02-26,DELIVER IN PERSON,REG AIR,y according to the packages
21062,489,19,2,50,69474,0,0,N,O,1998-02-01,1997-12-14,1998-02-09,TAKE BACK RETURN,SHIP,thely regular deposits after th
21062,1503,84,3,10,14045,0,0,N,O,1997-12-10,1997-12-15,1998-01-06,NONE,REG AIR,special accounts. carefully ironic accoun
21062,1991,24,4,15,28395,0,0,N,O,1997-12-06,1997-11-15,1998-01-01,TAKE BACK RETURN,FOB,uctions about the furi
21062,1120,29,5,14,14296,0,0,N,O,1997-11-22,1997-12-06,1997-11-26,DELIVER IN PERSON,TRUCK,ar deposits ha
21062,726,27,6,32,52055,0,0,N,O,1998-01-15,1997-12-03,1998-01-24,NONE,RAIL,aggle caref
21062,1622,46,7,14,21331,0,0,N,O,1997-11-04,1997-12-05,1997-11-07,TAKE BACK RETURN,SHIP,ges. carefully ir
21088,1303,18,1,18,21677,0,0,N,O,1997-05-10,1997-05-02,1997-05-14,COLLECT COD,REG AIR,ven accounts cajole b
21088,415,45,2,41,53932,0,0,N,O,1997-03-11,1997-05-17,1997-03-26,TAKE BACK RETURN,REG AIR,eve slyly. care
21092,719,52,1,46,74507,0,0,N,O,1997-04-01,1997-04-02,1997-04-03,DELIVER IN PERSON,AIR," carefully regular g"
21092,1044,45,2,5,4725,0,0,N,O,1997-02-13,1997-03-08,1997-02-15,NONE,FOB,tly even requests. exp
21092,906,75,3,25,45173,0,0,N,O,1997-04-17,1997-03-21,1997-05-07,DELIVER IN PERSON,REG AIR,ts across the ideas are carefully a
21092,1677,19,4,22,34731,0,0,N,O,1997-04-06,1997-03-01,1997-04-30,NONE,MAIL,unusual excuses boost quickly alongside o
21122,1568,9,1,23,33800,0,0,N,O,1997-04-14,1997-05-01,1997-05-10,TAKE BACK RETURN,MAIL,gular pinto beans wake about th
21122,1501,22,2,16,22440,0,0,N,O,1997-04-17,1997-05-05,1997-05-16,COLLECT COD,REG AIR,foxes are carefully fluffily ironic pac
21122,1961,50,3,21,39122,0,0,N,O,1997-04-26,1997-04-09,1997-05-22,DELIVER IN PERSON,MAIL,rint. regular deposits cajole accordin
21122,120,21,4,27,27543,0,0,N,O,1997-02-17,1997-05-07,1997-03-11,TAKE BACK RETURN,REG AIR,ng the sometimes regular accounts. b
21122,582,43,5,10,14826,0,0,N,O,1997-04-09,1997-03-25,1997-04-14,DELIVER IN PERSON,RAIL,. requests
21122,125,26,6,26,26653,0,0,N,O,1997-03-28,1997-04-29,1997-04-22,NONE,AIR,ly unusual acco
21123,541,32,1,23,33155,0,0,N,O,1998-11-16,1998-08-27,1998-11-23,TAKE BACK RETURN,TRUCK,bout the furiously regular sauternes. bl
21123,883,17,2,16,28542,0,0,N,O,1998-09-26,1998-09-18,1998-10-23,COLLECT COD,SHIP,ts. requests sleep furiously about the
21123,1795,80,3,32,54297,0,0,N,O,1998-09-23,1998-08-29,1998-10-22,TAKE BACK RETURN,TRUCK,"nic patterns above the slyly "
21123,1746,73,4,50,82387,0,0,N,O,1998-09-25,1998-09-23,1998-10-07,DELIVER IN PERSON,SHIP,silent accounts sublate.
21123,912,13,5,19,34445,0,0,N,O,1998-10-18,1998-08-22,1998-11-08,COLLECT COD,REG AIR,gular asymptotes mold carefully
21123,1828,72,6,26,44975,0,0,N,O,1998-11-14,1998-09-22,1998-11-29,DELIVER IN PERSON,AIR,uriously regular ins
21123,993,28,7,6,11364,0,0,N,O,1998-10-26,1998-09-01,1998-11-12,NONE,REG AIR,le silently regular deposits.
21124,941,44,1,44,81045,0,0,N,O,1996-09-19,1996-11-17,1996-09-30,NONE,AIR," instructio"
21124,726,91,2,16,26028,0,0,N,O,1996-09-20,1996-10-19,1996-10-09,DELIVER IN PERSON,FOB,aggle along
21124,1857,44,3,22,38695,0,0,N,O,1996-10-19,1996-11-12,1996-11-08,NONE,MAIL,"s cajole blithely carefully regular "
21124,885,85,4,45,80365,0,0,N,O,1996-09-21,1996-10-22,1996-10-09,COLLECT COD,FOB,the sometimes regular pinto
21152,627,90,1,34,51939,0,0,N,O,1998-02-15,1997-12-13,1998-03-13,DELIVER IN PERSON,TRUCK,usual ideas
21152,165,92,2,24,25564,0,0,N,O,1997-12-30,1997-11-25,1998-01-20,DELIVER IN PERSON,AIR,ts; even accounts are careful
21152,1419,59,3,48,63380,0,0,N,O,1998-02-07,1997-11-24,1998-03-01,TAKE BACK RETURN,RAIL,riously blithely express gro
21152,244,72,4,23,26318,0,0,N,O,1997-11-26,1997-11-26,1997-12-14,NONE,TRUCK,hs wake carefully f
21152,335,36,5,48,59296,0,0,N,O,1997-12-16,1998-01-10,1998-01-06,DELIVER IN PERSON,MAIL," pending ins"
21152,170,97,6,38,40666,0,0,N,O,1998-01-18,1998-01-01,1998-02-15,NONE,SHIP,ly ironic r
21156,514,75,1,42,59409,0,0,N,O,1997-08-04,1997-06-27,1997-08-23,DELIVER IN PERSON,SHIP,es haggle across the regular dependencies
21156,728,29,2,48,78179,0,0,N,O,1997-05-02,1997-07-10,1997-05-22,NONE,SHIP," packages need to sleep across the "
21156,866,100,3,11,19435,0,0,N,O,1997-08-02,1997-05-15,1997-08-31,TAKE BACK RETURN,MAIL,ions. regular
21156,169,70,4,23,24591,0,0,N,O,1997-06-05,1997-06-20,1997-07-03,DELIVER IN PERSON,AIR,thely fluffily special re
21156,700,32,5,39,62427,0,0,N,O,1997-05-05,1997-07-02,1997-05-29,COLLECT COD,TRUCK,ests. carefully
21156,1730,73,6,27,44057,0,0,N,O,1997-06-19,1997-05-24,1997-07-11,TAKE BACK RETURN,REG AIR," braids! furiously i"
21156,1064,35,7,6,5790,0,0,N,O,1997-05-20,1997-06-05,1997-06-02,TAKE BACK RETURN,AIR,"s. furiously regular dependencies after "
21157,1996,29,1,24,45552,0,0,N,O,1996-02-18,1996-04-07,1996-03-13,COLLECT COD,AIR,es are fluffily across the furi
21157,869,69,2,28,49556,0,0,N,O,1996-05-23,1996-05-05,1996-06-14,COLLECT COD,RAIL," quickly. fluffily ironic foxes about the "
21157,217,18,3,31,34634,0,0,N,O,1996-02-09,1996-03-24,1996-02-17,TAKE BACK RETURN,RAIL," cajole above the carefully re"
21157,1223,24,4,7,7870,0,0,N,O,1996-04-26,1996-04-01,1996-05-01,DELIVER IN PERSON,REG AIR,fully final p
21157,1430,31,5,4,5326,0,0,N,O,1996-04-04,1996-04-21,1996-04-24,NONE,TRUCK,s affix furiously quickly ironic packa
21157,1194,31,6,35,38332,0,0,N,O,1996-05-09,1996-04-22,1996-05-18,NONE,AIR,"ending, bold theodolites a"
21158,1971,60,1,18,33713,0,0,N,O,1997-01-02,1996-12-27,1997-01-03,NONE,RAIL,ns. bold packages believe. iron
21184,1622,5,1,26,39614,0,0,N,O,1998-10-27,1998-09-17,1998-11-23,COLLECT COD,MAIL,ithin the blithely pending reques
21184,1032,38,2,11,10263,0,0,N,O,1998-08-09,1998-09-18,1998-09-02,TAKE BACK RETURN,SHIP,e slyly final exc
21184,1179,52,3,18,19443,0,0,N,O,1998-08-26,1998-10-08,1998-09-18,NONE,MAIL,asymptotes affix quickly in place of
21184,1023,29,4,6,5544,0,0,N,O,1998-11-09,1998-10-04,1998-11-23,COLLECT COD,MAIL,"fully unusual packages sleep furiously "
21185,1449,28,1,39,52667,0,0,N,O,1997-04-03,1997-04-09,1997-04-09,NONE,MAIL,are after the slyly ironic de
21185,723,56,2,13,21108,0,0,N,O,1997-02-08,1997-03-27,1997-03-07,TAKE BACK RETURN,TRUCK,ly furious packages detect furiously sly
21187,618,19,1,13,19742,0,0,N,O,1997-01-19,1996-11-23,1997-02-18,TAKE BACK RETURN,REG AIR,uffily express depos
21187,164,91,2,50,53208,0,0,N,O,1997-01-04,1996-12-05,1997-02-01,DELIVER IN PERSON,TRUCK,arefully around t
21187,653,85,3,29,45056,0,0,N,O,1997-01-22,1996-12-03,1997-01-23,COLLECT COD,AIR,ng accounts use slyly regular depos
21187,51,52,4,3,2853,0,0,N,O,1997-01-18,1996-10-26,1997-02-17,DELIVER IN PERSON,RAIL,nic attainment
21187,928,63,5,12,21947,0,0,N,O,1996-12-11,1996-12-18,1997-01-04,TAKE BACK RETURN,TRUCK," carefully final wa"
21187,1941,74,6,16,29487,0,0,N,O,1996-12-04,1996-11-06,1996-12-30,COLLECT COD,AIR,ounts. ideas hagg
21188,375,4,1,3,3826,0,0,N,O,1996-01-03,1995-12-14,1996-01-21,COLLECT COD,AIR,oss the careful
21188,87,88,3,45,44419,0,0,N,O,1996-01-12,1995-11-20,1996-01-24,NONE,FOB,lly final r
21188,1442,60,5,19,25525,0,0,N,O,1996-01-18,1995-11-26,1996-01-23,TAKE BACK RETURN,MAIL,posits use. fur
21189,1259,34,1,19,22045,0,0,N,O,1996-06-14,1996-03-27,1996-06-16,TAKE BACK RETURN,FOB," blithely among the quickly iro"
21189,586,17,2,37,55003,0,0,N,O,1996-02-25,1996-05-02,1996-03-11,NONE,TRUCK,nic asymptotes sleep carefully. fi
21189,661,93,3,34,53096,0,0,N,O,1996-05-08,1996-04-03,1996-06-07,TAKE BACK RETURN,SHIP,ly. bold requests haggle accou
21189,1757,100,4,21,34834,0,0,N,O,1996-05-08,1996-03-29,1996-05-13,TAKE BACK RETURN,RAIL,final ideas s
21189,809,9,5,29,49584,0,0,N,O,1996-02-17,1996-04-21,1996-02-25,COLLECT COD,RAIL,", even packages. ca"
21216,1796,81,1,35,59423,0,0,N,O,1998-09-02,1998-09-23,1998-09-10,COLLECT COD,AIR,"luffily according to "
21218,452,82,1,21,28401,0,0,N,O,1997-06-21,1997-08-25,1997-07-21,NONE,TRUCK,"he careful, express"
21248,979,82,1,34,63919,0,0,N,O,1996-10-20,1996-10-25,1996-11-17,NONE,FOB,s cajole slyly; s
21248,945,14,2,34,62762,0,0,N,O,1996-10-11,1996-09-28,1996-10-21,DELIVER IN PERSON,RAIL,l packages sleep bli
21248,320,21,3,46,56135,0,0,N,O,1996-08-16,1996-11-01,1996-09-12,DELIVER IN PERSON,REG AIR,ithely after the slyly un
21248,405,35,4,30,39162,0,0,N,O,1996-11-26,1996-10-17,1996-11-29,NONE,RAIL,refully final foxes doubt careful
21248,1210,85,5,3,3334,0,0,N,O,1996-12-01,1996-10-30,1996-12-26,DELIVER IN PERSON,FOB,"l, special deposits run furiousl"
21248,157,58,6,26,27486,0,0,N,O,1996-09-21,1996-11-07,1996-10-19,NONE,RAIL,sly pending foxes integrate blithely. ironi
21250,1920,9,1,15,27329,0,0,N,O,1997-07-17,1997-09-22,1997-08-13,COLLECT COD,FOB,ndencies kindle careful
21250,1345,22,2,45,56085,0,0,N,O,1997-08-15,1997-10-04,1997-08-17,COLLECT COD,MAIL,ss furiously accord
21250,71,72,3,7,6797,0,0,N,O,1997-10-11,1997-08-14,1997-11-08,TAKE BACK RETURN,RAIL," even dependencies"
21251,1680,81,1,42,66431,0,0,N,O,1996-12-03,1997-01-14,1996-12-04,COLLECT COD,TRUCK,"ost blithely theodolites. furiously ironic "
21251,389,18,2,41,52865,0,0,N,O,1996-12-30,1997-02-19,1997-01-22,NONE,AIR,atelets. furiously fina
21251,1322,23,3,9,11010,0,0,N,O,1997-02-14,1997-01-09,1997-03-14,TAKE BACK RETURN,TRUCK,ular instructio
21252,676,8,1,10,15767,0,0,N,O,1996-06-24,1996-07-10,1996-07-09,COLLECT COD,AIR,inally regular ideas wak
21252,1264,39,2,30,34958,0,0,N,O,1996-06-05,1996-08-25,1996-06-24,COLLECT COD,SHIP,riously special instructio
21252,1942,43,3,29,53474,0,0,N,O,1996-07-30,1996-07-25,1996-08-23,NONE,REG AIR,ily unusual pinto beans sl
21252,1692,34,4,50,79685,0,0,N,O,1996-08-15,1996-07-13,1996-09-10,NONE,AIR,areful packages. furiously final asymptotes
21252,1338,53,5,32,39659,0,0,N,O,1996-07-12,1996-08-10,1996-07-18,DELIVER IN PERSON,MAIL,ing braids; packages haggl
21252,1722,65,6,34,55206,0,0,N,O,1996-07-29,1996-07-19,1996-08-26,DELIVER IN PERSON,TRUCK,requests among the
21280,730,31,1,29,47291,0,0,N,O,1997-12-16,1998-01-08,1998-01-10,DELIVER IN PERSON,SHIP,ep alongside of t
21280,1677,78,2,17,26837,0,0,N,O,1998-03-06,1998-02-20,1998-03-26,TAKE BACK RETURN,RAIL,"ajole bold, ironic packa"
21280,121,100,3,36,36760,0,0,N,O,1998-01-25,1998-01-31,1998-02-19,DELIVER IN PERSON,AIR,icing requests about the blithely r
21280,1909,10,4,5,9055,0,0,N,O,1997-12-21,1998-02-22,1998-01-19,COLLECT COD,TRUCK,nal packages. theo
21280,1980,81,5,18,33876,0,0,N,O,1998-01-13,1998-01-25,1998-02-07,NONE,SHIP,- fluffily final fox
21280,1061,62,6,40,38482,0,0,N,O,1997-12-18,1998-01-31,1997-12-31,TAKE BACK RETURN,SHIP,tegrate regular
21280,1586,7,7,49,72891,0,0,N,O,1998-03-17,1998-02-18,1998-03-18,COLLECT COD,MAIL," ironic, busy accounts. s"
21282,1291,92,1,50,59615,0,0,N,O,1998-07-27,1998-06-18,1998-07-28,DELIVER IN PERSON,FOB,"slyly final gifts. accounts "
21282,1995,28,2,8,15176,0,0,N,O,1998-06-04,1998-06-08,1998-06-20,NONE,SHIP," ironic packages according to the"
21282,1905,94,3,41,74083,0,0,N,O,1998-08-09,1998-06-05,1998-08-22,DELIVER IN PERSON,REG AIR,nusual packages wake fluffily even
21282,502,33,4,12,16830,0,0,N,O,1998-05-18,1998-06-27,1998-05-21,TAKE BACK RETURN,AIR,ecoys: asymptotes nag blithely along the q
21282,119,98,5,43,43822,0,0,N,O,1998-06-26,1998-06-18,1998-06-30,DELIVER IN PERSON,AIR,"ckages was. furiously brave pearls "
21283,326,83,1,43,52732,0,0,N,O,1997-03-04,1997-03-28,1997-04-03,NONE,SHIP,r pinto beans could have to ca
21283,1505,26,2,33,46415,0,0,N,O,1997-04-17,1997-03-18,1997-04-24,DELIVER IN PERSON,RAIL,fter the slyly bold dependencies haggle sly
21283,1080,81,3,8,7849,0,0,N,O,1997-01-15,1997-02-06,1997-02-12,COLLECT COD,REG AIR,riously ent
21283,1560,1,4,25,36539,0,0,N,O,1997-03-13,1997-02-24,1997-03-30,TAKE BACK RETURN,REG AIR,ithely. quickly ironic theodo
21283,713,14,5,9,14523,0,0,N,O,1997-04-14,1997-03-28,1997-05-14,COLLECT COD,FOB,cuses at the slyly final requests i
21283,484,85,6,31,42919,0,0,N,O,1997-01-11,1997-03-01,1997-01-25,COLLECT COD,AIR," after the escapa"
21283,1492,71,7,47,65494,0,0,N,O,1997-02-03,1997-03-30,1997-02-07,TAKE BACK RETURN,MAIL," the idle, "
21287,1727,54,1,16,26060,0,0,N,O,1997-01-31,1997-04-14,1997-02-07,DELIVER IN PERSON,RAIL,to beans are ruthlessly: regular accounts
21287,145,46,2,5,5226,0,0,N,O,1997-03-12,1997-04-11,1997-03-27,COLLECT COD,RAIL,ts for the furiously ironic deposit
21287,1267,79,3,20,23365,0,0,N,O,1997-02-09,1997-04-18,1997-02-22,TAKE BACK RETURN,AIR,iously quickly re
21287,1539,80,4,47,67705,0,0,N,O,1997-02-28,1997-04-19,1997-03-25,TAKE BACK RETURN,SHIP,ly unusual asymptotes against the bli
21287,1230,31,5,42,47512,0,0,N,O,1997-05-14,1997-04-12,1997-06-05,NONE,TRUCK,the quickly brave i
21287,1879,66,6,17,30275,0,0,N,O,1997-02-25,1997-03-11,1997-02-27,COLLECT COD,REG AIR,ironic foxes are against the quickly pen
21287,99,50,7,40,39964,0,0,N,O,1997-02-14,1997-03-28,1997-03-04,DELIVER IN PERSON,SHIP,"its nag blithely express, ironic asymptot"
21312,275,3,1,42,49361,0,0,N,O,1996-05-11,1996-03-12,1996-06-07,COLLECT COD,REG AIR," lose about t"
21312,1720,63,2,3,4865,0,0,N,O,1996-04-18,1996-03-09,1996-05-11,TAKE BACK RETURN,AIR," along the regular attainments. bold,"
21315,314,15,1,18,21858,0,0,N,O,1997-01-05,1996-12-05,1997-01-15,NONE,MAIL,tions are quic
21315,1076,12,2,37,36152,0,0,N,O,1996-11-20,1996-11-14,1996-12-05,DELIVER IN PERSON,RAIL,"lphins. silent deposits lose carefully "
21315,674,75,3,19,29919,0,0,N,O,1996-10-17,1996-11-28,1996-10-28,COLLECT COD,RAIL,"r the blithely final accounts detect "
21315,1416,34,4,28,36887,0,0,N,O,1996-12-23,1996-12-19,1996-12-27,NONE,TRUCK,nding requests sleep
21316,1821,8,1,39,67190,0,0,N,O,1998-02-05,1998-01-08,1998-02-11,TAKE BACK RETURN,FOB,"st the special, final deposits. qu"
21316,954,89,2,42,77908,0,0,N,O,1998-01-05,1997-12-22,1998-01-07,DELIVER IN PERSON,RAIL,ions dazzle. carefully final theodolites pr
21316,1062,68,3,7,6741,0,0,N,O,1997-12-04,1997-12-07,1997-12-11,TAKE BACK RETURN,FOB,"posits. frays are always alongside of "
21316,116,17,4,50,50806,0,0,N,O,1997-12-05,1998-01-19,1997-12-07,TAKE BACK RETURN,FOB,ial deposits. blithel
21347,1835,36,1,3,5210,0,0,N,O,1998-09-15,1998-08-13,1998-10-08,DELIVER IN PERSON,TRUCK,r attainments haggle blit
21347,1506,47,2,22,30965,0,0,N,O,1998-06-07,1998-08-02,1998-06-09,TAKE BACK RETURN,FOB," accounts hang blithely ar"
21347,665,28,3,33,51667,0,0,N,O,1998-06-06,1998-08-09,1998-06-12,TAKE BACK RETURN,REG AIR,special accoun
21347,897,98,4,32,57532,0,0,N,O,1998-06-08,1998-07-22,1998-06-26,DELIVER IN PERSON,REG AIR,"s around the final platelets "
21347,513,74,5,42,59367,0,0,N,O,1998-07-27,1998-08-14,1998-08-08,DELIVER IN PERSON,MAIL,"equests. unusual, speci"
21347,1176,13,6,26,28006,0,0,N,O,1998-07-05,1998-07-10,1998-07-07,NONE,FOB,"c requests "
21349,907,76,1,9,16271,0,0,N,O,1998-11-11,1998-09-26,1998-11-19,DELIVER IN PERSON,MAIL,ly silent pa
21349,1960,93,2,40,74478,0,0,N,O,1998-10-17,1998-09-03,1998-10-25,DELIVER IN PERSON,FOB,"iously even grouches among the blithely "
21349,569,70,3,11,16165,0,0,N,O,1998-09-13,1998-09-13,1998-09-28,TAKE BACK RETURN,REG AIR,"uickly special "
21349,1979,12,4,24,45143,0,0,N,O,1998-10-04,1998-08-30,1998-10-13,COLLECT COD,REG AIR,"ronic accounts use "
21349,1138,39,5,37,38448,0,0,N,O,1998-08-16,1998-09-13,1998-09-03,TAKE BACK RETURN,TRUCK,ular pinto bea
21351,1124,33,1,4,4100,0,0,N,O,1998-04-09,1998-05-23,1998-04-27,TAKE BACK RETURN,REG AIR,d hockey players nag instructions.
21351,305,90,2,4,4821,0,0,N,O,1998-04-03,1998-06-04,1998-04-17,COLLECT COD,REG AIR,ing theodolites are bli
21351,1979,80,3,12,22572,0,0,N,O,1998-04-10,1998-04-12,1998-04-11,NONE,SHIP,s haggle acc
21376,1811,41,1,39,66800,0,0,N,O,1996-08-13,1996-08-22,1996-09-10,NONE,FOB,h evenly regular packages. never
