Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Great Product; poor package,"I love the Demologica line. This is a great product - I like to use it every day. I also want to put it in the shower. The package is not ""moisture proof"". The powder in the package MUST stay dry so I would suggest a different package.",Yes,4 years ago,MICHIGAN,1,0,Daily Superfoliant,Dermalogica,3/27/23
Good cleansing product,"I like the way this gently exfoliates my skin. The first use, I did pour out too much, but I found that the secret is to turn the container so that the tab over the dispenser hole comes down from the top side, which slows the flow. I've been able to dispense just the right amount each time this way. Being a powder, this will be a great product for air travel and is also good for the gym bag/locker.",Yes,4 years ago,"Sacramento, CA",0,0,Daily Superfoliant,Dermalogica,3/27/23
I SUPER love this product,"I use this daily. I was using the agesmart cleaner and tried this when it showed up in Ulta. I am so happy I did! I am using this and the new intensive moisture balance, and I don't need to do nearly as much to keep my skin happy. I was using over night repair serum, super rich repair, and sleep cocoon nightly, and now find I only need that a few times a week.",No,4 years ago,"Pittsburgh, PA",0,1,Daily Superfoliant,Dermalogica,3/27/23
Yes I will keep buying this product.,Use it a couple of times per week to keep my skin clear.,Yes,4 years ago,"Kingwood,Texas",0,0,Daily Superfoliant,Dermalogica,3/27/23
LOVE LOVE LOVE,I got it as a sample with one of my orders and now I can't live without it. Leaves my skin so clean and clear. It literally saves my life when I'm travelling.,No,4 years ago,"Imperial beach, Ca",0,0,Daily Superfoliant,Dermalogica,3/27/23
I would by this again!! And have😄,I buy what works. I find that saves me money.,Yes,4 years ago,Pembroke Pines Florida,0,0,Daily Superfoliant,Dermalogica,3/27/23
"I like the quality, but not the quantity","When I received it the bottle it was sealed, but only half full. I'm not sure if this is every bottle, or just mine. The bottle size is 2.0, but the actual amount of product is only 1.0 - 1.5. I feel they should put it in a smaller bottle, or specify so that we loyal customers do not feel that it has been falsely advertised. I love Dermalogica products and was planning on using this as my everday exfoliation. After using their gentle cream exfoliant for years, I took a big leap of faith by trying something new and I feel a bit mislead when it came to the quantity. However, I will say that the quality of the product was good. I enjoyed using this product and feel it does what they say it will.",No,4 years ago,New York,1,0,Daily Superfoliant,Dermalogica,3/27/23
Please don't ever discontinue this product!,"I am always battling with congested and enlarged pores. Tried Rodan and Fields Redefine regimen which was pretty good, but super expensive. Looked around for other products to achieve the same result but a bit cheaper and discoed we this stuff which is AMAZING! Using it at night after Precleanse, I swear my skin has NEVER been smoother than it is now. It is flushing out my pores and shrinking them. Will definitely continue use.",No,4 years ago,Brisbane,2,0,Daily Superfoliant,Dermalogica,3/27/23
"AWFUL, AWFUL, AWFUL! UGH!","I used the cleanser before they reformulated it with this, and this honestly sucks!!! It's overpriced, made my skin break out so badly, which by the way was completely controlled with the other cleanser (which didn't need reformulation). I have now returned ALL dermalogica products and switched to another brand in hopes of finding what works for my skin again. You've lost a few customers over this change. Way to go Dermalogica.",No,4 years ago,"Austin, TX",8,2,Daily Superfoliant,Dermalogica,3/27/23
Nice product,Love this product and how it leaves my skin,Yes,4 years ago,Bronx,0,0,Daily Superfoliant,Dermalogica,3/27/23
Even better than the original,"Have used the Essential Cleansing Solution every winter for years, then they discontinued. Not too many times do companies pull traditional products, remake, and come out with a better version. But this is one of those few times. Great cleanser. Doesn't leave the skin dry or tight in the slightest, but yet still feels like it cleans. Love this product! Yes, I know it's a smaller size than the original and more expensive, but there's much better ingredients in this one.",No,4 years ago,Maryland,1,1,Daily Superfoliant,Dermalogica,3/27/23
Remarkable results,"I can't say enough about how great this product is. I have Rosacea on my checks and it doesn't irritate it. I have clogged pores on my nose, that I've been fighting with all my life, and it clears out the clogs. And, it so gently yet thoroughly exfoliates my skin that it leaves my skin incredibly soft and glowing. This product has got to be one of the most remarkable products offered in the beauty industry. I will use this product for the rest of my life. Thank you Dermalogica!",No,4 years ago,"Surprise, AZ",2,0,Daily Superfoliant,Dermalogica,3/27/23
Skin So Soft,The daily microfoliant actually contains some fine charcoal granules that smooth the skin without drying it out.,Yes,4 years ago,"Idyllwild, CA",0,0,Daily Superfoliant,Dermalogica,3/27/23
Must have,"I have combo skin (also reactive/sensitive skin) and have been using this about 2 years now. I switch in some less expensive exfoliators here and there, but always come back to this. I have obnoxious and gunky pores on my nose and this really seems to breakdown and de-clog my pores. My skin looks brilliant after washing and doesn't feel tight or inflamed. I highly recommend.",No,4 years ago,SLC,0,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing!!,"Okay I absolutely love this new product. I was using the essential cleansing solution, and was of course so bummed to see they had discontinued it. However, this new product is lovely. It cleanses my face, removes my makeup, and clears my breakouts! I had a huge rash outbreak from trying other medical grade skincare lines that everyone always loves, but dermalogica always delivers. I use this, the multi active toner, and the new intensive moisture balance moisturizer (2x a day) and my skin is healed. Try it out! I didn't expect to love it, but I do. Thank you Dermalogica!:)",No,4 years ago,Utah,0,2,Daily Superfoliant,Dermalogica,3/27/23
Great exfoliant,"This makes my skin feel so clean and smooth after, gets all the dead skin off and makes you look glowy 😍 would definitely recommend",No,4 years ago,Utah,0,0,Daily Superfoliant,Dermalogica,3/27/23
New skin,"Leaves you with smooth, shiny, detoxified skin.",Yes,4 years ago,"Surprise, AZ",0,0,Daily Superfoliant,Dermalogica,3/27/23
My skin feels GREAT after use...but I noticed breakouts,"I received a set of dermalogica superfoliant, multi-vitamin power recovery mask and dynamic skin recovery cream from a friend as a gift. I have never used this brand before and as always, felt bit skeptical about it. In any case, I gave it a try. First I used the superfoliant which has terrible smell (not gonna lie) but that's probably b/c it is natural, without all the 'extra chemicals' so I was fine with it. My face felt super smooth and clean. I then applied the multi-vitamin recovery mask which went on smooth but then my face started to burn, really badly so I had to wash it off. I figured, ok - let me apply that recovery cream and then all heck broke loose. My skin was RED and very irritated so had to wash it all off with water which did help. I tried the multi-vitamin recovery mask on its own few other times as well as the dynamic skin recovery and unfortunately not only did it irritate my skin but I noticed break-outs. I don't remember the last time I broke out like this. Bottom line - I've read and heard great things about this brand but it really depends on your skin type and how it may react to the products. Unfortunately it did not work for me. I will finish using the daily superfoliant but probably won't be purchasing add'l one. My suggestion is get a sample and give it a try for few days.",No,4 years ago,Chicago IL,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Love, love, love!","This product is amazing on my skin, even in this dry Minnesota winter. Has definitely brought back some life to me skin and helps it feel moisturized!",No,4 years ago,Minnesota,1,1,Daily Superfoliant,Dermalogica,3/27/23
I LOVE this product!,The scrubbing power of this product is amazing and I use it three times a week to keep skin smooth and buffered.,No,4 years ago,VA,0,0,Daily Superfoliant,Dermalogica,3/27/23
THIS IS THE BEST EXFOLIANT IN THE MARKET,The way it feels against my skin is amazing and how it leaves my skin after is just perfect it's not too harsh on my skin and I have combination skin. I would recommend to anyone who can't use harsh products on their face.,No,4 years ago,Miami FL,0,0,Daily Superfoliant,Dermalogica,3/27/23
"FAVORITE, YOU NEED IT",My hands down favorite gentle exfoliant even over the Dermalogica Microfoliant. It works into such a nice froth and leaves my skin so soft and glowy!,No,4 years ago,New York,0,0,Daily Superfoliant,Dermalogica,3/27/23
Disappointed,I have always enjoyed dermalogica products and understand why prices have to go up from time to time. I am very disappointed in this one. I was told that the essential cleansing cream I used was replaced with this one. It is 3oz less product and it has gone up another $2 in price. It smells bad and it burns my eyes. The essential cleansing cream did not burn my eyes. Disappointing☹,Yes,4 years ago,"Roseville, California",7,0,Daily Superfoliant,Dermalogica,3/27/23
Clean & fresh,Great for decolte and face! Use undershower to clean your face. I do every day after yoga.,Yes,4 years ago,"Houston,TX",0,0,Daily Superfoliant,Dermalogica,3/27/23
Makes my makeup flawless,I absolutely love this. I use it before doing my makeup because I have dry flaky skin on my cheeks and this helps my face look smooth all day and not cakey.,No,4 years ago,Wisconsin,0,0,Daily Superfoliant,Dermalogica,3/27/23
Essential cleanser is better!,Why are we substituting so many products lately? I agree with Kim. I've used Dermalogica for 7 years and I'm sad about all the changes. I finally found a good cleanser (essential cleansing solution) for winter and then this winter they pull it. So incredibly frustrating. I do not like the smell of this and it doesn't knock my socks off. Returning.,No,4 years ago,WI,9,0,Daily Superfoliant,Dermalogica,3/27/23
Not sure yet.,"I use this in the morning and at night with warm water and use my Clarisonic a few times a week as well. My skin has been very dry and irritated from the cold weather and I had a bad dry patch/rash on the side of my nose. I just purchased this 3 days ago and my dryness is already almost completely gone. Most cleansers have been burning me and drying me out but this has helped so much in such a short time. It doesn't take off mascara ( I use they're real by benefit which I've found is always a little difficult to take off) so I have to use an eye makeup remover before washing. Other than that, this product seems great so far but I will have to finish the bottle to give a better review.",No,4 years ago,New York City,1,1,Daily Superfoliant,Dermalogica,3/27/23
Poor substitute for Essential Cleansing Solution,"I don't want to use this product. I want back the 16.9 oz Essential Cleansing Solution that I have used for a couple decades. Apparently it has been discontinued. I can't get it on your website or at Ulta. Your ""help"" chat tells me that this product is the substitute. Ahhh, no, it's not, when it only comes in 10 oz and costs far more than the 16.9 oz Essential Cleansing Solution (which was allegedly also moisturizing) did. I tried a sample of this new product, and it seems exactly the same, albeit the different name and the jacked-up price.",No,4 years ago,"Dallas, TX",8,0,Daily Superfoliant,Dermalogica,3/27/23
Incredible,Never have I found a cleanser that removes my makeup gently and also leaves my skin nicely hydrated and supple. I absolutely love this cleanser!!!,No,4 years ago,Tulare,1,0,Daily Superfoliant,Dermalogica,3/27/23
Burns!,I used this for the first time in the shower. As soon as it touched my skin it was hot and started to burn in certain areas. I rinsed it off and my face was red and blotchy. I was told by a friend that maybe it was bc I was in the shower. Not sure how that is relevant so I waited a few days and tried again. It burned! I felt like my pores were bleeding they were stinging so bad. Now my face is peeling in the areas where my face had burned. Not compatible with my skin type at all. Which is strange bc I don't have sensitive skin.,No,4 years ago,Houston,0,4,Daily Superfoliant,Dermalogica,3/27/23
"Buy it in large, now.","I've been using this product for nearly a year and I am OBSESSED. I use it 2-3 times a week to remove any dirts or pollution in my skin and it leaves it feeling soft, smooth and glowing... I feel so fresh-faced after using this and my skin's never looked or felt better! It's a perfect scrub because it's not too harsh on the skin whereas some can be quite intense. Do yourself a favour and spend a bit extra and get the large bottle (with any of their products). Worth every cent and will last you a very long time (still on my first).",No,4 years ago,"Melbourne, AUS",2,0,Daily Superfoliant,Dermalogica,3/27/23
Love love this cleanser,I alternate this cleanser with another dermalogica product and would not be happier with my middle aged skin.,Yes,4 years ago,Atlanta,1,0,Daily Superfoliant,Dermalogica,3/27/23
Highly recommend,This might be really gross but during the winter my skin peels and the exfoliator does a great job of scraping away the skin and giving it a really nice deep clean without putting microtears into my skin for more breakouts. The little grains aren't too harsh but it does get the job done.,Yes,4 years ago,"Tucson, AZ",2,0,Daily Superfoliant,Dermalogica,3/27/23
Super smooth!,"I have tried many exfoliants over the years & I had received a sample of this after my facial at Ulta. It's a little messy since it has charcoal in it, but I use it in the shower. Leaves your skin feeling nice & smooth!",Yes,4 years ago,"Smithfield, RI",0,0,Daily Superfoliant,Dermalogica,3/27/23
It's ok,"Definitely makes your skin super soft but would make my skin super sensitive and breakout for a few days after. I think because the little ""microfoliants"" make small cuts in the skin (not good). This is why you're better off with a chemical exfoliant because it's less traumatic to the skin.",No,4 years ago,Ohio,0,0,Daily Superfoliant,Dermalogica,3/27/23
Good,This isn't too bad however I like the Microfoliant better,Yes,4 years ago,Ca,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love the product hate the dispenser,"I've used daily microfoliant for years, but as my skin is aging I wanted a more intense exfoliation. The superfoliant is significantly more active; which isn't the problem. Instead of the three small holes that dispense the product it's a ""d"" shape. I've poured half of my product down the shower drain by accident.",Yes,4 years ago,Wisconsin,2,1,Daily Superfoliant,Dermalogica,3/27/23
I would buy this product again,LOVE it,Yes,4 years ago,Los Angeles Ca,0,0,Daily Superfoliant,Dermalogica,3/27/23
This made my skin feel awesome!,Use it daily and already want a backup bottle so I don't run out,Yes,4 years ago,Buford ga,0,0,Daily Superfoliant,Dermalogica,3/27/23
Happy accidents,"I love the Daily enzyme Microfoliant the original. Never had a problem using it. Ran into Ulta and was in a super rush. Grabbed this Microfoliant with charcoal by mistake, a bit taken back by the size and the price when I pulled it out of the bag... it was a grab and go shopping trip. I love this wash so much I will not be without it. I am using differen gel (sp?) and this and the other Microfoliant are gold to my skin. It's important to use a light Microfoliant when using retinal. With the comparison. I enjoy the charcoal much more. Yet I'm very upset that you can't give me more than what is provided. And I am a person that will spend that extra coin for a product that works. I use this every other day and in between their cream Microfoliant wash, when not using the enzyme wash. So... this is a keeper. Ladies hydrate hydrate then hydrate some more. I have no problems with drying.",No,4 years ago,Ohio,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,"I love this product! When I ran out I immediately went to buy more so I didn't miss a day. Feels great going on and really smooths skin. Skin feels soft, not stripped upon removal.",Yes,4 years ago,"Bend, OR",0,0,Daily Superfoliant,Dermalogica,3/27/23
Would buy again,Product is gentl enough to use every day,Yes,4 years ago,Tecumseh mi.,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best single new addition to daily routine! Remarkable!,Excited to add one or two more products from line if equally as affective,Yes,4 years ago,"Deland, FL",0,0,Daily Superfoliant,Dermalogica,3/27/23
So disappointed - I wish I bought the regular microfoliant,I usually buy Dermalogica Daily Microfoliant and LOVE it. I decided to try this version a while ago and have not been happy at all. Since it was quite expensive I thought I would try to finish it anyway before purchasing the Microfoliant again. It is taking forever to finish and now smells of harsh chemicals. I wish I never wasted my money on this one :( I still have 1/4 bottle left and just sadly trying to push through.,No,4 years ago,"Livermore, CA",2,1,Daily Superfoliant,Dermalogica,3/27/23
Love this stuff!,I have used the regular microfoliant and didn't like it much but this one is great!,Yes,4 years ago,Texas,0,0,Daily Superfoliant,Dermalogica,3/27/23
Effective!,"Great product, worked well!",Yes,4 years ago,"Madison, WI",0,0,Daily Superfoliant,Dermalogica,3/27/23
It works.,This exfoliant is gentle yet effective. I feel that my skin looks better and feels softer since I've been using it.,Yes,4 years ago,CT,0,0,Daily Superfoliant,Dermalogica,3/27/23
I LOVE this product.,This is my new favorite Dermalogica product... Instantly brightens your skin. Definitely a must have in my cabinet.,Yes,4 years ago,"Wilkes-Barre, PA",0,0,Daily Superfoliant,Dermalogica,3/27/23
LOVE LOVE LOVE IT!,"My skin is very sensitive to scrubs and this scrub has caused no break outs or rashes! I use it every morning before applying make up. I can't inagine putting my make up on without using it now! It leaves my skin silky, soft, and clean. I will buy this again & again!",Yes,4 years ago,"Wichita, KS",0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this product,Using this daily in the evening to clean face. Don't wear much makeup so not using twice. I use as a cleaner more than a scrub. Love how it foams and feels.,Yes,4 years ago,"Broken Arrow, OK",0,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy this product again,Use every day. Pour process not always easy,Yes,4 years ago,"Naples ,Florida",0,0,Daily Superfoliant,Dermalogica,3/27/23
Order this now !,"I received a small package from the rep at Ulta. I immediatly ordered the full-size bottle. I love it, my skin has never been clearer, smoother or healthier looking.",Yes,4 years ago,Atlanta GA,1,0,Daily Superfoliant,Dermalogica,3/27/23
Great product,I can really tell my skin appreciates this product. An effective exfoliant with leaving my skin irritated or dry and gentle enough to use every day.,Yes,4 years ago,St George UT,0,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy this again,Makes my skin glow,Yes,4 years ago,Cincinnati Ohio,0,0,Daily Superfoliant,Dermalogica,3/27/23
Smooth,"If you can get past the smell and the quick pouring opening, this product is impressive. It smells like manure or bird poo or something, and I wasn't expecting so much of the product to dump out when I tried to pour it. Honestly, at first I was really glad I only bought the small size. But then I used the product and it has that nice tingly enzyme feel, has some scrub to it (although it does dissolve pretty quickly), and washes off easily. My skin felt insanely smooth afterward, and looked great. It really evened out the look and feel of my skin. The Superfoliant really is pretty super. I just wish it smelled a little better and had better packaging!",No,4 years ago,"South Lake Tahoe, CA",0,0,Daily Superfoliant,Dermalogica,3/27/23
I use this product every morning!,"I like this cleanser/exfoliant because it's gentle enough to use everyday, but has enough of an exfoliant that I feel like my face is refreshed after washing it. It is not harsh at all. It does not dry out my skin, but I do use which hazel and moisturizer daily as well. Highly recommend. I'm also trying the microfoliant now. Not really sure what the difference is between the two yet.",No,4 years ago,"Minneapolis, MN",1,0,Daily Superfoliant,Dermalogica,3/27/23
Must buy!,"This product really helps open my pores and clears my blackheads! Makes my skin look and feel super soft. In all, this product works great.",No,4 years ago,"North Brunswick, New Jersey",2,0,Daily Superfoliant,Dermalogica,3/27/23
Physical exfoliant,"Great product. I'm a fan of physical exfoliants, and I find that this one makes my skin much more smooth than the Daily Microfoliant. Will always purchase!",No,4 years ago,Bay Area,3,0,Daily Superfoliant,Dermalogica,3/27/23
Love this product!,I absolutely love this product! It leaves my skin feeling so smooth!,Yes,4 years ago,"Omaha, NE",0,0,Daily Superfoliant,Dermalogica,3/27/23
yes!,Love this product it has totally transformed my skin for the better! Really helps with little black and white heads also with under the skin bumps! can't say enough great things about this product!,No,4 years ago,fort payne al,2,0,Daily Superfoliant,Dermalogica,3/27/23
Love love love!,I had a sample- loved it so much I bought the full size and I travel often and needed the TSA size and got that too! This works so well without being harsh. I use it last in the shower almost every day and it keeps my skin so soft and exfoliated. You just need a little so watch how fast it comes out!,Yes,4 years ago,Detroit MI,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love love love this product!!,I cleanse my face with essential cleansing solution and mix in the daily superfoliant. Leaves men with a nice clean face and helps reduce my inflammation!!,Yes,5 years ago,"N Fort Myers, FL",3,0,Daily Superfoliant,Dermalogica,3/27/23
Great products,Easy to use. Love the way my face feels after using Dermalogica products!,Yes,5 years ago,Iowa,1,0,Daily Superfoliant,Dermalogica,3/27/23
Love this product!,After using this product my skin is glowing and the texture is much smoother. I definitely would give this a try!,Yes,5 years ago,Downingtown,1,0,Daily Superfoliant,Dermalogica,3/27/23
Yes yes yes,"Because you mix it with water in your hand, it can be a bit messy. I am a chemo survivor, it made my skin ""scaly"", this product did the trick.",Yes,5 years ago,SW Florida,0,0,Daily Superfoliant,Dermalogica,3/27/23
Awesome exfoliant,I originally purchased this product because they were out of the microexfoliant and I was in desperate need to replace my products. I am happy with this product and like the fact it has charcoal in it.,Yes,5 years ago,Michigan,1,1,Daily Superfoliant,Dermalogica,3/27/23
Only Daily Microfoliant for me,Not a fan. Daily Microfoliant does the job better for me!,No,5 years ago,New York,1,1,Daily Superfoliant,Dermalogica,3/27/23
Love,I love how this makes my skin feel brand new,Yes,5 years ago,Michigan,0,0,Daily Superfoliant,Dermalogica,3/27/23
Can see a dramatic improvement,After a few uses able to see a dramatic improvement.,Yes,5 years ago,"Phila, pa",0,0,Daily Superfoliant,Dermalogica,3/27/23
Must have,"I work in the sun all day and this is a must have product for all outdoor workers. I use this product daily along with other Dermalogica products to help control my acne. I have suffered with cystic acne all my life, and I wish I would have discovered this line sooner. I still get a little break out here and there but this in conjunction with the dermal clay cleanser, breakout control, and oil control lotion have completely cleared up my face. I know the products are pricey... but well worth it.",No,5 years ago,"Houston, Texas",1,0,Daily Superfoliant,Dermalogica,3/27/23
Great exfoliator!,"I had my doubts when my esthetician recommended this product because I have very sensitive skin so only bought the travel size. However, very happy with the product. It contains charcoal which I feel is what makes your skin feel like it's clean. I commute to NYC everyday and it helps cleanse the grime & pollution from my face. I totally recommend it will purchase the large size next time!",Yes,5 years ago,"Queens, NY",0,0,Daily Superfoliant,Dermalogica,3/27/23
Makes my skin feel amazing,It might be small but the price is right! I love love love this product! I am 48 and had acne pron skin til 40. It using either if their daily microfolents makes my skin texture so clear and fresh looking. I only use it twice a week.,Yes,5 years ago,"Salt lake City, ut",0,0,Daily Superfoliant,Dermalogica,3/27/23
Immediate results,I was exposed to this product by my aesthetician and the results are nothing short of astonishing. Each product I try seems to positively increase the quality of moisture and firmness in my skin. I tried it first as a sample and then immediately ordered from dermalogica - it's that impactful. First - be aware of the concise instructions do you do not waste it. Second - cup your wetted hand (be conservative) and then add the powder to the minimal water and then it forms a foaming paste that expands upon contact with water. If you need to add a bit more water; do so after the initial paste is made because otherwise you get a runny consistency that is more difficult to apply to your face. Third - don't forget your neck. You'll be amazed at the elimination of crepeyness and increase in smooth texture. This is similar in texture to charcoal tooth powder or a few other cleansers that come in powder form. THAT BEING SAID - this is far more effective in that it changes texture and seems to be more penetrating and effective than other fine milled powders I've tried. It's revolutionary in its form and it's even more revolutionary in its results. I follow up with dermalogica sleep cocoon at night and a few other dermalogica products for brightening and eye area. I will never be without this product. Last - i've been using this with my power effects Clarisonic for firming and it is a perfect transforming companion to that sonic cleansing method. It's great with regular cleansing or any manual or sonic brush.,Yes,5 years ago,"Denver, co",5,1,Daily Superfoliant,Dermalogica,3/27/23
Fresh and tight!,"I use this product every morning as part of my facial routine. I have been strictly an Arbonne product user, but I thought I would give this product a try after my exfoliator ran out and I needed something ASAP. This product looks a little messy (and can be), but it is worth it. After you apply and rinse off your skin feels tight (but not dry) and clean. I still use Arbonne after I use this super exfoliant, but I may start switching over. The only ""downside"" to the product is the trial and error of how much powder you need and if you accidentally pour too much out it's a little difficult to put everything back.",No,5 years ago,"Chula Vista, CA",0,0,Daily Superfoliant,Dermalogica,3/27/23
Great recommendation,"Bought this product upon esthetician recommendation where also suggested daily use. I use every evening followed by Sound Sleep Cocoon and I am looking younger, smoother and fine lines and dark spots are fading.",No,5 years ago,"Pittsburgh , PA",0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,This leaves my skin clean and super soft,Yes,5 years ago,SO UT,0,0,Daily Superfoliant,Dermalogica,3/27/23
Superior exfoliating. I love it.,Superior skin after using just once. You will notice the difference in the texture of your skin immediately. I use a tiny bit on my elbows & knees also. I do love it. A little does go a long way. Be careful when pouring it into your hand.,Yes,5 years ago,San Francisco,2,0,Daily Superfoliant,Dermalogica,3/27/23
Amazing,"I was a little hesitant to spend this much on a daily exfoliant, but now I'm hooked after just a few weeks! I never thought I had ""bad"" skin, but after using this for a few weeks my pores look smaller, my skin feels smoother, and I even think it's minimizing the appearance of some of my wrinkles. It takes some getting used to since this is a powder and you add the water, but it's good. It's also not a ""yummy"" scent, more of a medical scent. Will re-buy when I use it all!",No,5 years ago,CT,0,0,Daily Superfoliant,Dermalogica,3/27/23
OMG!,Just love it. It is great,Yes,5 years ago,Fort Lauderdale,0,0,Daily Superfoliant,Dermalogica,3/27/23
The ultimate exfoliant,I've honestly been looking for a good face exfoliant for YEARS! This one is by far the most superior I've ever used. Will never try another.,Yes,5 years ago,"Tallahassee, FL",0,0,Daily Superfoliant,Dermalogica,3/27/23
Best cleanser,I usually don't write reviews but this product is really amazing. I'm using it every night and it really leave my skin so soft and clean. I could see my skin is glowing and I definitely keep using it. Thank you Dermalogica,Yes,5 years ago,Brooklyn New York,1,0,Daily Superfoliant,Dermalogica,3/27/23
I love this product!,"I had been waiting until my Daily Microfoliant ran out to be able to try this. I wondered if I would like it as much as the microfoliant, and I am very happy I made the switch. I think this product does a better job of exfoliating and my skins stays soft and smooth longer so I don't feel like I have to use it daily. I can't say for certain it doesn't also have to do with the fact I also started using the new vitamin C boost serum at the same time, but overall I'm very happy since I started switching over to the Smart Aging line. This is definitely a product I will continue to use regularly.",Yes,5 years ago,"Orlando, FL",0,0,Daily Superfoliant,Dermalogica,3/27/23
Best immediate transformation,"My Dermalogica aesthetician gave me a sample and I had already been wowed by their other products to the degree I've dumped my other luxury products for this line — it's a zillion times more impactful and effective. The first time I tried this powder it reminded me how much I love a fine powder to paste product and the ease with which you can use very little and be conservative with the amount you utilize. I could not believe the ceramic smoothness to my skin when I began to rinse it off. My skin felt astonishingly smooth and poreless and BABY SKIN CUSHY and plumpened. It rinses easily and has an almost foamy expanding texture to it when added to water. I purchased it immediately the next day after trying and it's probably my favorite product so far. Magical. And I've tried every product out there that says it will create smoother, more resilient skin. Can't live without it. You'll be shocked - just like I was. It really, really works!!",No,5 years ago,"Boulder, Colorado",3,0,Daily Superfoliant,Dermalogica,3/27/23
I will buy this again,"This is a great exfoliating product for aging skin, acne prone. It's not drying and yet it does exfoliate well. One of the. better products from Dermalogica",Yes,5 years ago,San Jose,3,0,Daily Superfoliant,Dermalogica,3/27/23
Use this daily,I use this daily in the shower on my face after washing. Love the way it makes my skin feel.,Yes,5 years ago,"Jax, Fl",0,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy this product again and again,I love it. Refreshes my skin,Yes,5 years ago,Va,0,0,Daily Superfoliant,Dermalogica,3/27/23
SUPER!,Received a sample and was blown away by the smoothness of my skin after the first use. My skin is brighter overall and my acne scars and hyper pigmentation is lighter.,No,5 years ago,North of Detroit,0,0,Daily Superfoliant,Dermalogica,3/27/23
it is very gentle. I have very sensitive skin.,I use it a few time a week to remove the dead skin from my old face,Yes,5 years ago,Alexandria VA,0,0,Daily Superfoliant,Dermalogica,3/27/23
Feels Clean and Refreshing,Love it! Doesn't make my skin feel tight like most cleansers in fact it's actually soothing. I have sensitive skin that tends to break out and I was happy this didn't irritate my skin in the slightest.,No,5 years ago,"Azusa, CA",1,0,Daily Superfoliant,Dermalogica,3/27/23
Wonderful,I recieved a Sample & my face fell in love.,No,5 years ago,Kansas City,0,0,Daily Superfoliant,Dermalogica,3/27/23
Super good!,Love this product! I use it daily. Makes my skin so smooth and silky feeling. I'm constantly told how lovely and bright my skin looks. At 63 that's pretty amazing.,Yes,5 years ago,West Virginia,2,0,Daily Superfoliant,Dermalogica,3/27/23
Love the effects!,"I use the daily superfoliant every other day, altering with the daily foliant. The combination works well on sensitive skin. I see a visible difference -- smoother, brighter skin.",Yes,5 years ago,"San Antonio, TX",0,0,Daily Superfoliant,Dermalogica,3/27/23
Great exfoliant!,"I like this better than the regular Daily Microfoliant as it has a little more ""grit"". Helps take off stubborn makeup and makes your skin glow.",Yes,5 years ago,"Dallas,Tx",2,0,Daily Superfoliant,Dermalogica,3/27/23
Too greasy for combination skin,"Block my pore,make my acne break out,",Yes,5 years ago,Brooklyn,0,3,Daily Superfoliant,Dermalogica,3/27/23
Pure Light spf 50,"I apply to clean face about 30 minutes before I go out. It leaves my skin smooth, moist, bright and well protected from the sun. Very gentle to my sensitive skin. My pores appear to have shrunk. This is an excellent product.",Yes,5 years ago,Virginia,1,0,Daily Superfoliant,Dermalogica,3/27/23
It does help smooth the skin!!!,"I love using this alternatively with the daily microfoliant.I have noticed brighter skin. I recommend using the daily resurfacer pads too like 2X a week, more toned skin if you have combo skin type.",No,5 years ago,"Fort Worth,TX",1,0,Daily Superfoliant,Dermalogica,3/27/23
Helloooooooooooo smooth skin,My skin is so soft after using this product that I just want to constantly touch my skin. It's so gentle that I'm able to use it daily and the anti aging properties help my skin look just glowing!,Yes,5 years ago,Arizona,2,0,Daily Superfoliant,Dermalogica,3/27/23
One of my favorites!,Absolutely love this product. I use it almost daily and love how it leaves my skin.,Yes,5 years ago,Long beach,0,0,Daily Superfoliant,Dermalogica,3/27/23
I will be adding this product to my skin regimen.,"Everything about this scrub is GREAT! No unpleasant smell, doesn't fall off my face so that a bit is wasted, and you only need a small amount for it to be effective.",Yes,5 years ago,"Atlanta, GA",1,0,Daily Superfoliant,Dermalogica,3/27/23
Burnt my skin,This product burnt my face. It started off tingling as soon as I applied it to my my face and I thought that was what it was suppose to do. Then I took it off because it tingle to and my skin was burnt.,Yes,5 years ago,Chicago,1,0,Daily Superfoliant,Dermalogica,3/27/23
Leaves my skin feeling clean and smooth,"I was recommended this product in an Ulta store, and I've been purchasing it ever since. I've always loved exfoliators, but this one is top notch. My skin feels amazing after and it is not harsh at all.",No,5 years ago,Maine,0,0,Daily Superfoliant,Dermalogica,3/27/23
WOW! This is the stuff.,"I'm never sure about any product that reads ""daily"" on the label. But this product is super effective, while gentle enough to use every day. It leaves my skin even and moist, prepped for my toner and moisturizer. Highly recommend!",Yes,5 years ago,Los Angeles,0,0,Daily Superfoliant,Dermalogica,3/27/23
